订单号,日期,渠道,商品ID,商品名称,单价,数量,金额,用户ID,收货省份,订单状态
DD202402407,2024-11-25,抖音,P044,良品铺子 零食大礼包,¥139,5.0,695.0,U0161,江苏,已完成
DD202400238,2024-10-04,天猫,P009,小米手环8,¥249,-2.0,-498.0,U0156,海南,已退款
DD202402618,2024-09-09,微信小程序,,得力 A4 打印纸,29.9,1.0,29.9,U0164,湖北,已完成
DD202401450,2024-06-02,抖音,P017,得力 文件夹,15.9,3.0,47.7,U0116,重庆,已取消
DD202401328,2024-12-28,拼多多,P034,雅诗兰黛 小棕瓶,¥950,3.0,2850.0,U0064,山东,已取消
DD202400737,2024-09-29,微信小程序,P001,iphone 15 128g,5999,5.0,29995.0,U0123,广东,已完成
DD202402380,2024-05-22,京东,P043,星巴克 咖啡豆,128,-2.0,-256.0,U0014,四川,已退款
DD202400295,2024-06-14,拼多多,P043,星巴克咖啡豆,128,5.0,640.0,U0177,浙江,已完成
DD202401393,2024-12-06,抖音,P040,三只松鼠 坚果礼盒,¥99,2.0,198.0,U0156,贵州,已取消
DD202400916,2024-02-19,微信小程序,P036,云南白药牙膏,39.9,3.0,119.69999999999999,U0086,河北,已发货
DD202400308,2024-04-10,拼多多,P038,全棉时代 洗脸巾,¥49.9,1.0,49.9,U0031,黑龙江,已发货
DD202402054,2024-03-10,微信小程序,P012,机械键盘 87键,199,3.0,597.0,U0060,湖南,已发货
DD202401219,2024-04-22,拼多多,P047,全棉时代浴巾,79,2.0,158.0,U0060,安徽,已发货
DD202401879,2024/1/30,天猫,,小米电视 65寸,¥2999,3.0,8997.0,U0028,黑龙江,待发货
DD202402619,2024-07-12,抖音,P011,罗技 MX Master 3S 鼠标,,2.0,,U0147,辽宁,已完成
DD202402260,2024-05-03,天猫,P048,公牛插线板,49.9,4.0,199.6,U0187,山东,已取消
DD202400305,,京东,P018,美的 1.5匹空调,2799,3.0,8397.0,U0001,甘肃,待发货
DD202400782,2024/6/24,天猫,P040,三只松鼠 坚果礼盒,99,3.0,297.0,U0154,陕西,已完成
DD202401226,2024-05-20,天猫,P002,iPhone 15 Pro 256G ,8999,-1.0,-4499.5,U0031,上海,已退款
DD202400535,2024-11-26,京东,P039,完美日记 口红,89,4.0,356.0,U0069,甘肃,已取消
DD202401875,2024-06-01,抖音,P001,iPhone 15 128G,5999,2.0,11998.0,U0043,北京,已完成
DD202401206,2024-02-27,京东,P022,苏泊尔电饭煲,299,1.0,299.0,U0092,山西,待发货
DD202401599,,拼多多,P050,宜家 收纳箱,¥69,5.0,345.0,U0162,新疆,已发货
DD202401841,2024-04-22,抖音,P050,宜家收纳箱,69,-3.0,-207.0,U0153,黑龙江,已退款
DD202401576,2024-05-26,抖音,P022,苏泊尔电饭煲,299,3.0,897.0,U0086,湖南,已完成
DD202402509,2024-09-29,京东,P015,华为平板 MatePad 11,2199,4.0,8796.0,U0092,河北,已发货
DD202402784,2024-09-16,天猫,P037,海飞丝洗发水,59.9,1.0,59.9,U0010,北京,已发货
DD202400440,2024-11-25,拼多多,P024,戴森 V12 吸尘器 ,3290,1.0,3290.0,U0163,陕西,已发货
DD202401544,20240601,拼多多,P032,太平鸟牛仔裤,259,3.0,777.0,U0108,云南,已完成
DD202400958,2024-09-16,天猫,P048,公牛 插线板,49.9,5.0,249.5,U0033,上海,已完成
DD202401480,2024-01-17,抖音,P014,联想小新 Pro16 笔记本,,4.0,,U0187,湖北,已发货
DD202402104,2024-08-26,抖音,P025,海尔冰箱 501L ,3999,1.0,3999.0,U0072,河南,已完成
DD202400669,2024/3/29,京东,P047,全棉时代浴巾,¥79,5.0,395.0,U0041,江苏,已完成
DD202401796,2024-08-10,京东,P006,Redmi K70,2499,-2.0,,U0063,黑龙江,已退款
DD202401216,2024-02-19,京东,P001,iPhone15128G,5999,3.0,17997.0,U0175,内蒙古,已完成
DD202401485,2024-11-25,京东,P008,索尼 WH-1000XM5 耳机 ,2399,1.0,2399.0,U0189,陕西,已取消
DD202400115,2024-05-24,天猫,P024,戴森 V12 吸尘器,3290,5.0,16450.0,U0037,海南,已完成
DD202401276,2024-03-22,拼多多,P044,良品铺子 零食大礼包,139,5.0,695.0,U0037,湖南,已发货
DD202401689,2024/6/6,抖音,P026,小米电视65寸,¥2999,-3.0,-8997.0,U0120,内蒙古,已退款
DD202400001,2024-03-23,微信小程序,P035,欧莱雅 洗面奶,,5.0,,U0039,新疆,已完成
DD202402923,2024-08-06,天猫,P023,九阳破壁机,399,3.0,1197.0,U0188,云南,已完成
DD202402399,2024-07-10,天猫,P037,海飞丝洗发水,59.9,0.0,,U0149,黑龙江,已完成
DD202402467,2024-06-11,微信小程序,P033,兰蔻 小黑瓶精华 ,760,2.0,1520.0,U0164,江西,已取消
DD202402602,2024-05-29,京东,P017,得力文件夹,¥15.9,1.0,15.9,U0067,云南,已完成
DD202401679,2024-06-04,天猫,P036,云南白药牙膏,39.9,3.0,119.69999999999999,U0109,山东,已发货
DD202400465,2024-12-01,天猫,P033,兰蔻小黑瓶精华,¥760,3.0,2280.0,U0106,安徽,已完成
DD202401840,2024-05-04,天猫,P020,格力 电风扇,199,5.0,995.0,U0050,贵州,已完成
DD202400837,2024-07-18,京东,,AirPods Pro 2,1899,5.0,9495.0,U0169,江西,待发货
DD202400140,2024-09-18,天猫,P012,机械键盘 87键,,1.0,,U0105,山西,已发货
DD202401608,2024-05-12,微信小程序,P003,华为 Mate 60 Pro,6999,2.0,13998.0,U0141,山西,已完成
DD202402375,2024-06-03,天猫,P049,苏泊尔炒锅,¥159,5.0,795.0,U0194,贵州,已完成
DD202400451,2024-03-23,抖音,P034,雅诗兰黛 小棕瓶,950,2.0,1900.0,U0170,陕西,已完成
DD202400718,2024/2/18,京东,P023,九阳破壁机,¥399,4.0,1596.0,U0029,黑龙江,已完成
DD202400706,2024-12-27,拼多多,P044,良品铺子 零食大礼包,¥139,1.0,139.0,U0086,,已取消
DD202401573,2024-07-15,京东,P025,海尔冰箱 501L,3999,2.0,7998.0,U0136,云南,已完成
DD202402772,2024/10/11,京东,P027,优衣库 圆领T恤,¥79,1.0,79.0,U0021,甘肃,已发货
DD202401461,2024-08-04,抖音,P006,Redmi K70,2499,1.0,2499.0,U0031,河北,待发货
DD202401400,2024-11-03,天猫,P006,Redmi K70,¥2499,5.0,12495.0,U0004,河南,已完成
DD202402496,2024-04-27,微信小程序,P008,索尼 WH-1000XM5 耳机,2399,2.0,4798.0,U0176,陕西,已完成
DD202400509,2024-12-02,天猫,P033,兰蔻 小黑瓶精华,760,5.0,3800.0,,云南,已完成
DD202400157,2024-11-13,京东,P031,波司登 羽绒服,¥1299,0.0,,U0098,新疆,已完成
DD202401363,2024-02-28,京东,P044,良品铺子 零食大礼包 ,¥139,2.0,,U0180,广东,已完成
DD202401596,2024-11-12,京东,P050,宜家收纳箱,69,5.0,345.0,U0006,四川,已取消
DD202400943,2024-08-22,天猫,P042,农夫山泉 矿泉水,¥36,1.0,36.0,U0074,内蒙古,已完成
DD202401574,2024-04-16,天猫,P033,兰蔻 小黑瓶精华,760,5.0,3800.0,U0126,福建,已完成
DD202401990,2024-10-31,天猫,P032,太平鸟 牛仔裤,259,2.0,518.0,U0107,青海,已发货
DD202401642,2024-03-30,京东,P020,格力 电风扇,199,3.0,597.0,,湖北,已发货
DD202402373,2024-11-16,京东,P047,全棉时代 浴巾 ,¥79,1.0,79.0,U0165,吉林,已完成
DD202400663,2024-11-02,抖音,P007,AirPods Pro 2,¥1899,5.0,9495.0,U0180,青海,已完成
DD202400898,2024-03-14,天猫,P005,荣耀 Magic6,3999,5.0,19995.0,U0162,浙江,已完成
DD202401966,2024-06-25,拼多多,P011,罗技 MX Master 3S 鼠标,699,-3.0,-2097.0,U0133,天津,已退款
DD202401330,20241207,天猫,P008,索尼WH-1000XM5耳机,2399,3.0,7197.0,U0172,安徽,已取消
DD202402527,2024-09-21,拼多多,P047,全棉时代 浴巾 ,,2.0,,U0103,黑龙江,已完成
DD202402829,2024-10-02,抖音,P010,小米 充电宝20000mAh,129,2.0,258.0,U0027,陕西,已发货
DD202400673,2024/4/15,京东,P043,星巴克 咖啡豆,,1.0,,U0133,湖南,已完成
DD202401307,2024/4/22,京东,P043,星巴克 咖啡豆,128,-1.0,-128.0,U0173,安徽,已退款
DD202400208,2024/9/6,天猫,P019,海尔 10kg 滚筒洗衣机,1899,-2.0,-3798.0,U0101,广东,已退款
DD202402726,2024-06-19,拼多多,P006,RedmiK70,2499,5.0,12495.0,U0182,广东,已取消
DD202400275,2024-02-09,抖音,P012,机械键盘 87键,199,4.0,796.0,U0056,新疆,已完成
DD202400722,2024-04-14,京东,P038,全棉时代 洗脸巾,49.9,5.0,249.5,U0028,河北,已发货
DD202401852,2024-02-26,天猫,P016,得力 A4 打印纸,29.9,1.0,29.9,U0188,河南,已完成
DD202400003,2024-08-11,天猫,P008,索尼 WH-1000XM5 耳机 ,¥2399,-2.0,-2399.0,U0182,河南,已退款
DD202401135,2024-01-15,微信小程序,P034,雅诗兰黛小棕瓶,¥950,3.0,2850.0,U0196,山西,待发货
DD202402311,2024-05-30,拼多多,P029,阿迪达斯 运动外套,599,0.0,,U0007,广西,已取消
DD202401848,2024/3/11,微信小程序,P028,李宁跑步鞋,399,5.0,1995.0,U0081,山西,已完成
DD202402410,2024-10-17,京东,P006,Redmi K70,2499,4.0,9996.0,U0185,山西,已完成
DD202400485,2024-04-19,拼多多,P027,优衣库圆领T恤,79,1.0,79.0,U0013,河南,已完成
DD202400384,2024-06-27,天猫,P028,李宁 跑步鞋,399,4.0,,U0132,山西,已完成
DD202400220,2024/6/9,天猫,P045,金龙鱼 食用油5L,89.9,5.0,449.5,U0150,河北,已发货
DD202402490,2024-08-11,京东,P041,蒙牛 纯牛奶24盒,¥69.9,3.0,,U0016,贵州,已取消
DD202401583,2024-09-05,天猫,P007,airpods pro 2,¥1899,2.0,,U0016,海南,已完成
DD202400530,2024-09-11,京东,P001,iPhone 15 128G,5999,-2.0,-5999.0,U0085,福建,已退款
DD202400845,,京东,P027,优衣库 圆领T恤 ,79,5.0,395.0,U0051,重庆,已完成
DD202402103,2024-10-15,天猫,P024,戴森 v12 吸尘器,¥3290,1.0,3290.0,U0019,上海,已取消
DD202401463,2024-01-15,京东,P033,兰蔻 小黑瓶精华,¥760,5.0,3800.0,U0008,贵州,已完成
DD202401477,2024-03-24,拼多多,P005,荣耀 Magic6,3999,5.0,19995.0,U0036,广西,待发货
DD202402812,2024-11-22,京东,P023,九阳破壁机 ,¥399,5.0,1995.0,U0039,湖北,待发货
DD202401383,2024-07-31,拼多多,P027,优衣库 圆领t恤,79,4.0,316.0,U0111,河南,已完成
DD202402555,2024-06-23,抖音,P026,小米电视65寸,¥2999,4.0,11996.0,U0048,广西,已完成
DD202402622,2024-06-29,拼多多,P003,华为 mate 60 pro,6999,4.0,27996.0,U0154,河北,已完成
DD202400819,2024/6/21,抖音,P033,兰蔻 小黑瓶精华,,1.0,,U0069,四川,已发货
DD202400972,2024/7/17,拼多多,P007,AirPodsPro2,1899,1.0,1899.0,U0133,天津,已发货
DD202400826,2024-12-07,京东,P008,索尼 WH-1000XM5 耳机,2399,-3.0,-7197.0,U0107,甘肃,已退款
DD202401973,2024-03-30,京东,P039,完美日记 口红,¥89,2.0,178.0,U0021,青海,已完成
DD202401420,2024-07-25,抖音,P029,阿迪达斯 运动外套 ,599,1.0,599.0,U0031,河北,待发货
DD202400976,2024-02-28,拼多多,P007,AirPods Pro 2 ,1899,3.0,5697.0,U0160,四川,待发货
DD202402019,2024-11-14,天猫,P003,华为Mate60Pro,6999,3.0,20997.0,U0063,青海,已完成
DD202400038,2024-06-14,微信小程序,P006,Redmi K70,2499,1.0,2499.0,U0180,重庆,已发货
DD202402488,2024/9/26,天猫,P020,格力 电风扇,199,2.0,398.0,U0132,贵州,已完成
DD202402425,2024-10-29,抖音,P044,良品铺子 零食大礼包,139,3.0,417.0,U0145,内蒙古,已发货
DD202400042,2024-02-10,天猫,P021,米家扫地机器人 ,1599,1.0,1599.0,U0145,安徽,已发货
DD202402389,20240706,抖音,P022,苏泊尔电饭煲,¥299,3.0,897.0,U0080,河南,已完成
DD202401256,2024-04-20,微信小程序,P005,荣耀 Magic6,3999,5.0,19995.0,U0171,广东,待发货
DD202401337,2024-01-12,天猫,P044,良品铺子 零食大礼包,139,2.0,278.0,U0080,新疆,已完成
DD202401549,2024-10-11,天猫,P021,米家扫地机器人,,2.0,,U0009,吉林,待发货
DD202402412,2024/5/25,天猫,P020,格力电风扇,¥199,-1.0,-199.0,U0028,福建,已退款
DD202402843,2024-08-30,拼多多,P047,全棉时代 浴巾,79,3.0,237.0,U0140,云南,已完成
DD202401082,2024-12-07,微信小程序,P050,宜家 收纳箱,69,3.0,207.0,U0194,云南,已完成
DD202402278,2024-12-14,拼多多,P048,公牛插线板,49.9,1.0,49.9,U0047,海南,已取消
DD202402877,2024-02-28,京东,P029,阿迪达斯运动外套,599,2.0,1198.0,U0091,四川,已完成
DD202402061,2024-06-15,天猫,P045,金龙鱼 食用油5L,89.9,1.0,89.9,U0142,江苏,已发货
DD202400724,2024-12-10,京东,P049,苏泊尔 炒锅,,5.0,,U0142,广西,已完成
DD202401454,2024-09-18,京东,P009,小米手环8,249,2.0,498.0,,广西,已发货
DD202400167,2024-12-08,天猫,P037,海飞丝 洗发水 ,59.9,3.0,179.7,U0169,黑龙江,已取消
DD202402644,2024-07-29,抖音,P038,全棉时代 洗脸巾 ,49.9,3.0,149.7,U0085,湖北,已完成
DD202402921,2024-09-17,天猫,P050,宜家 收纳箱,69,0.0,,U0192,广东,已完成
DD202400103,2024-08-01,拼多多,P035,欧莱雅 洗面奶,129,2.0,258.0,U0065,云南,已完成
DD202401044,2024-10-16,天猫,P018,美的 1.5匹空调,2799,3.0,8397.0,U0003,青海,已完成
DD202402027,2024-02-24,微信小程序,P044,良品铺子 零食大礼包,139,-2.0,-278.0,U0175,,已退款
DD202400125,2024-07-22,京东,P031,波司登 羽绒服,1299,3.0,3897.0,U0139,甘肃,已完成
DD202402226,2024-02-03,天猫,P009,小米手环8,249,4.0,996.0,U0179,贵州,已取消
DD202401261,2024-10-20,拼多多,P029,阿迪达斯 运动外套,¥599,4.0,2396.0,U0045,广西,已完成
DD202400872,20241010,京东,P041,蒙牛 纯牛奶24盒,69.9,5.0,349.5,U0132,湖南,已完成
DD202400107,2024-06-04,天猫,P041,蒙牛 纯牛奶24盒,69.9,4.0,,U0100,吉林,已完成
DD202400343,2024/2/28,天猫,P035,欧莱雅 洗面奶 ,129,5.0,645.0,U0125,广西,已完成
DD202402585,2024-01-21,京东,P038,全棉时代 洗脸巾,49.9,-1.0,-49.9,U0156,浙江,已退款
DD202402706,2024-06-21,京东,P010,小米 充电宝20000mAh,,3.0,,U0107,北京,已完成
DD202402422,2024-12-24,微信小程序,P042,农夫山泉 矿泉水,36,2.0,72.0,U0069,安徽,已取消
DD202401046,2024-06-18,京东,P048,公牛插线板,¥49.9,2.0,99.8,U0115,青海,已完成
DD202401325,2024-05-10,微信小程序,P044,良品铺子零食大礼包,139,-2.0,-278.0,U0021,吉林,已退款
DD202401048,2024-05-13,拼多多,P017,得力 文件夹,15.9,1.0,15.9,U0076,辽宁,已取消
DD202401771,2024-10-16,天猫,P023,九阳破壁机,¥399,1.0,399.0,U0017,宁夏,已完成
DD202402520,2024-10-11,京东,P018,美的 1.5匹空调,¥2799,3.0,8397.0,U0051,江苏,已完成
DD202400792,2024-01-12,天猫,P006,Redmi K70,2499,1.0,2499.0,U0145,吉林,已完成
DD202402771,2024-06-20,微信小程序,P037,海飞丝 洗发水,59.9,1.0,59.9,U0106,内蒙古,已完成
DD202401202,2024-05-02,抖音,P035,欧莱雅 洗面奶,129,5.0,645.0,U0086,陕西,已完成
DD202400430,2024-07-16,拼多多,P034,雅诗兰黛 小棕瓶 ,¥950,4.0,3800.0,U0074,青海,已完成
DD202400428,2024-06-09,天猫,P032,太平鸟 牛仔裤,,5.0,,U0200,吉林,已完成
DD202402297,2024-03-02,拼多多,P028,李宁 跑步鞋,399,3.0,598.5,U0056,黑龙江,已完成
DD202401654,2024-06-09,天猫,P033,兰蔻 小黑瓶精华,760,3.0,2280.0,U0020,陕西,已发货
DD202402400,2024-11-03,天猫,P005,荣耀 Magic6,3999,4.0,15996.0,U0082,江苏,已完成
DD202400112,2024-05-14,天猫,P015,华为平板 MatePad 11,"2,199",-3.0,-6597.0,U0125,江苏,已退款
DD202400459,2024/7/8,拼多多,P034,雅诗兰黛 小棕瓶,950,5.0,,U0125,宁夏,已发货
DD202401600,2024/11/19,天猫,P032,太平鸟牛仔裤,259,5.0,1295.0,U0089,新疆,已完成
DD202400576,2024-12-30,京东,P019,海尔 10kg 滚筒洗衣机,¥1899,4.0,7596.0,U0124,湖南,已取消
DD202402202,2024-08-08,天猫,P004,小米 14 12+256g,"4,299",1.0,4299.0,U0039,重庆,已完成
DD202400744,2024-07-05,抖音,P001,iPhone 15 128G ,,3.0,,U0111,海南,已完成
DD202400805,2024-11-04,拼多多,P009,小米手环8,¥249,3.0,747.0,U0119,辽宁,已完成
DD202401857,2024-02-07,拼多多,P007,AirPods Pro 2,¥1899,-1.0,-1899.0,U0014,浙江,已退款
DD202401074,2024-03-23,抖音,P040,三只松鼠 坚果礼盒,,2.0,,U0128,广西,已完成
DD202400498,2024-01-21,天猫,P031,波司登 羽绒服,1299,-3.0,-3897.0,U0147,天津,已退款
DD202401554,2024-04-21,拼多多,P003,华为Mate60Pro,6999,2.0,13998.0,U0046,新疆,已完成
DD202402473,20240606,天猫,P038,全棉时代 洗脸巾,49.9,3.0,149.7,U0161,陕西,已完成
DD202401153,2024-05-20,微信小程序,P001,iPhone 15 128G,¥5999,4.0,23996.0,U0167,云南,已完成
DD202401323,2024-10-04,抖音,P015,华为平板 matepad 11,¥2199,1.0,2199.0,U0157,海南,已完成
DD202402091,2024/11/17,拼多多,P016,得力 A4 打印纸,29.9,4.0,119.6,U0174,辽宁,已取消
DD202402209,2024/10/17,微信小程序,P023,九阳破壁机,399,4.0,1596.0,U0036,上海,待发货
DD202400197,2024-09-15,京东,P032,太平鸟 牛仔裤,259,5.0,1295.0,U0107,黑龙江,已完成
DD202400172,2024-01-03,微信小程序,P048,公牛 插线板,49.9,2.0,99.8,U0063,广西,已完成
DD202400635,2024-11-08,天猫,P031,波司登 羽绒服,1299,1.0,1299.0,U0112,浙江,已完成
DD202400808,2024-09-30,京东,P012,机械键盘 87键,¥199,3.0,597.0,U0027,安徽,已完成
DD202400628,2024-04-05,拼多多,P017,得力 文件夹,15.9,5.0,79.5,U0145,陕西,已完成
DD202402710,2024-09-16,拼多多,P035,欧莱雅洗面奶,129,5.0,645.0,U0022,四川,已发货
DD202402415,2024-12-18,微信小程序,P004,小米1412+256G,4299,1.0,4299.0,U0007,黑龙江,已完成
DD202400630,2024-07-05,拼多多,P039,完美日记 口红 ,89,2.0,178.0,U0106,山西,已完成
DD202400555,,抖音,P026,小米电视 65寸 ,¥2999,5.0,14995.0,U0075,广西,已取消
DD202402162,2024/9/3,京东,P009,小米手环8 ,249,2.0,498.0,U0125,北京,已完成
DD202402984,2024-05-13,抖音,P013,戴尔 U2723QE 显示器,¥3499,1.0,3499.0,,安徽,已完成
DD202402056,2024/1/19,京东,P023,九阳破壁机,399,2.0,798.0,U0135,吉林,已取消
DD202400132,2024-08-25,天猫,P021,米家扫地机器人,1599,2.0,,U0012,青海,已取消
DD202401309,2024-06-30,微信小程序,P006,redmi k70,2499,3.0,7497.0,U0199,青海,已取消
DD202400996,2024-07-11,抖音,P013,戴尔 u2723qe 显示器,¥3499,5.0,17495.0,U0141,黑龙江,已完成
DD202401515,2024-03-18,抖音,P037,海飞丝 洗发水,59.9,2.0,119.8,U0169,北京,已完成
DD202401710,2024-09-21,天猫,P003,华为 Mate 60 Pro,6999,1.0,6999.0,U0084,河南,已完成
DD202400487,2024-12-11,天猫,P028,李宁跑步鞋,¥399,3.0,1197.0,U0117,甘肃,已完成
DD202401213,2024-07-10,天猫,P016,得力 A4 打印纸,29.9,3.0,89.69999999999999,U0199,新疆,已完成
DD202401392,2024-02-16,天猫,P022,苏泊尔电饭煲 ,299,2.0,598.0,U0148,江西,已取消
DD202402231,2024-07-02,天猫,P044,良品铺子 零食大礼包,139,1.0,139.0,U0015,北京,已完成
DD202400329,2024-06-22,天猫,P037,海飞丝 洗发水,59.9,3.0,179.7,U0132,天津,已完成
DD202400211,2024-08-15,京东,P006,Redmi K70,2499,4.0,9996.0,U0108,内蒙古,已取消
DD202400383,2024/3/25,京东,P043,星巴克 咖啡豆,128,4.0,512.0,U0167,江西,已完成
DD202400881,20240226,天猫,P001,iPhone 15 128G,5999,5.0,29995.0,U0166,江苏,已完成
DD202402646,2024-01-18,天猫,P039,完美日记 口红,89,2.0,178.0,U0045,云南,已完成
DD202402899,2024/10/29,京东,P008,索尼 WH-1000XM5 耳机,"2,399",-1.0,-2399.0,U0199,甘肃,已退款
DD202401022,2024-01-02,天猫,P036,云南白药 牙膏,39.9,3.0,119.69999999999999,U0013,安徽,已完成
DD202401925,2024-04-04,拼多多,P024,戴森 V12 吸尘器,"3,290",2.0,6580.0,U0148,内蒙古,已完成
DD202401637,20240601,微信小程序,P011,罗技 MX Master 3S 鼠标,699,2.0,1398.0,U0016,河北,已完成
DD202402888,2024-08-10,京东,P002,iPhone15Pro256G,"8,999",4.0,35996.0,U0010,陕西,已完成
DD202401057,2024-12-07,天猫,P034,雅诗兰黛 小棕瓶,950,2.0,1900.0,U0055,黑龙江,已完成
DD202400347,2024-10-24,天猫,P038,全棉时代 洗脸巾,,1.0,,U0007,四川,待发货
DD202401775,2024/12/10,天猫,P028,李宁 跑步鞋 ,399,4.0,1596.0,U0071,天津,已完成
DD202401563,2024-06-05,抖音,P021,米家扫地机器人 ,¥1599,2.0,3198.0,U0063,河北,待发货
DD202401740,2024-03-07,天猫,P016,得力 A4 打印纸,29.9,-2.0,,U0081,海南,已退款
DD202400226,2024/12/4,抖音,P027,优衣库 圆领T恤,79,1.0,79.0,U0013,天津,待发货
DD202402769,2024-01-08,天猫,P002,iPhone 15 Pro 256G,8999,2.0,17998.0,U0188,新疆,已完成
DD202400759,2024-03-26,京东,,iphone 15 pro 256g,¥8999,4.0,35996.0,U0043,四川,已完成
DD202401265,2024-06-04,微信小程序,P033,兰蔻 小黑瓶精华,760,5.0,3800.0,U0076,陕西,已完成
DD202400055,20241025,拼多多,P029,阿迪达斯 运动外套,,3.0,,,黑龙江,待发货
DD202400966,2024-10-17,天猫,P006,Redmi K70,"2,499",5.0,12495.0,U0141,湖北,已完成
DD202402920,2024-06-04,微信小程序,,兰蔻 小黑瓶精华,760,-1.0,-760.0,U0053,黑龙江,已退款
DD202402958,,京东,P016,得力 A4 打印纸,29.9,4.0,119.6,U0012,新疆,已完成
DD202402569,2024-10-23,天猫,P027,优衣库 圆领T恤 ,¥79,3.0,237.0,U0121,云南,待发货
DD202401483,2024-01-18,天猫,P003,华为 mate 60 pro,¥6999,5.0,34995.0,U0030,天津,已发货
DD202402210,2024-06-02,京东,P031,波司登 羽绒服,"1,299",5.0,6495.0,U0041,广西,已完成
DD202402189,2024-10-14,微信小程序,P018,美的 1.5匹空调,2799,3.0,8397.0,U0194,湖南,已发货
DD202402044,2024-08-05,京东,P044,良品铺子 零食大礼包,139,2.0,278.0,U0119,海南,已完成
DD202401247,2024-05-09,拼多多,P028,李宁 跑步鞋,399,2.0,798.0,U0167,青海,已发货
DD202400685,2024-01-13,抖音,P034,雅诗兰黛 小棕瓶,950,1.0,950.0,U0011,福建,待发货
DD202400457,2024-05-15,天猫,P029,阿迪达斯 运动外套,¥599,4.0,2396.0,U0194,北京,已发货
DD202402041,2024-05-10,京东,P048,公牛插线板,¥49.9,5.0,249.5,U0026,,已完成
DD202400644,2024/8/27,京东,P019,海尔 10kg 滚筒洗衣机,1899,5.0,9495.0,U0003,北京,已发货
DD202402615,2024/1/1,天猫,P044,良品铺子 零食大礼包,139,-1.0,-69.5,,,已退款
DD202400820,2024/3/28,天猫,P022,苏泊尔电饭煲,299,5.0,1495.0,U0049,四川,已发货
DD202401429,2024-09-13,京东,P034,雅诗兰黛 小棕瓶,¥950,1.0,950.0,U0180,云南,已完成
